,igsn,traintext,iSampleMaterial
19872,HRV000VJ3,HRV | 100504 | | Mineral>Gold |   ,5
11522,ARF000A7Z,ARF | DF80 037 PC 0085-0086 cm | Core Sub-Piece | 5 | cc | depth 85-85 cm | Ross Sea | Deep Freeze 1980,12
15314,IEDAI02CV,IEDAI | BOU1/10 >2mm | | depth 470-470 CMBS | Paleoenvironmental reconstruciton,11
17451,DSR0003XW,DSR | ON2-41 | Core | 0.715 | meters | ON2 | platform: Ship_ Onrust,12
9055,IETA0000P,IETA0 | TA0719-5-3 | Rock Powder | Rock>Igneous | massif | Western Shandong Province | meta-gabbro | NSFC41530207 | geochemistry,10
6919,NEON068EO,NEO | [ 935929 ] | Specimen | Individual Sample | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Bulk soil subsample collected from up to 30 cm depth as part of NEON terrestrial soil sampling protocols conducted 3 times annually. Soil sample taken from one of 3 randomly chosen locations within the sampling plot. Archived in liquid nitrogen. | Soil Microbe,13
3013,HRV002O23,HRV | 129390 | | Mineral>Aragonite | Mineral Group: Aragonite; Number of pieces: 1; Quality: reference; Crystal size: very coarse; 7 x 5 x 1.5 brown_ transparent -but crazed- crystal section | Horenec,5
10437,IEIND031I,IEIND | CA-73 157 | Powder | | T23N R6E Sec. 12 | Indiana Geological Survey Drill Hole 243 | Geochemical analysis,10
15612,NHB007FCS,NMNH 117806-951 (PET) | | Rock>Igneous | Boston Aqueduct_ Sta 588+75 | Granite,10
18308,NHB00854H,NHB | NMNH 118363-11 (PET) | | Rock>Igneous | Chile | Granite,10
17328,NHB0031E4,NMNH M15119-00 (MIN) | | Mineral>Strengite  |  Indian Mtn | Strengite,5
7958,IEBEG1IZZ,IEBEG | R45989 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well. | depth 2790-9300 Ft. | Oil or gas exploration,10
13036,NHB004N6E,NHB | NMNH 88568 (PET) | | Rock>Sedimentary  |  Locality Key: Hamilton | Ironstone concretion,10
18698,NHB007K5R,NHB | NMNH 118032-225 (PET) | | Rock>Sedimentary  |  Sand,11
19280,NHB003UZL,NMNH 35892-2 (PET) | | Other>Igneous | Volcanic dust,9
11465,ODP013HWN,"ODP | Section 31-297*-22R-2 | Core Section | DSDP Leg 31 | platform: Ship, Glomar Challenger",11
15473,ODP024ABN,"ODP | Sample 133-812B-10R-1 (24-25 cm.) | Individual Sample | Janus sample_id: 469088 | ODP Leg 133 | platform: Ship, Joides Resolution",11
3639,NEON00AY5,NEO | NEON.BET.D06.001029 [ 318945 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Individual Carabid identified and pinned | Tetracha virginica (Linnaeus_ 1767),7
428,GSA0001C1,GSA | 1053201010000 | Hole | converted by GSA from NAD27 to WGS84 using IHS Petra software (2012); original elevations/measurements in FEET and converted to meters | Wildcat | oil and gas exploration,14
18739,ODP02ZPX3,"ODP | Sample 202-1242B-6H-3 (52-54 cm.) | Individual Sample | Janus sample_id: 1603607 | ODP Leg 202 | platform: Ship, Joides Resolution",11
9623,ODP02J7C1,"ODP | Sample 167-1018A-17X-7 (30-32 cm.) | Individual Sample | Janus sample_id: 1201518 | ODP Leg 167 | platform: Ship, Joides Resolution",11
15937,ODP01RYUT,"ODP | Sample 103-638B-25R-1 (31-35 cm.) | Individual Sample | Janus sample_id: 487243 | ODP Leg 103 | platform: Ship, Joides Resolution",11
5598,ODP01K7S3,"ODP | SubSection 174-1073A-51X-4-1C (0-150 cm.) | Core Sub-Piece | Core | ODP Leg 174 | platform: Ship, Joides Resolution",11
14829,ODP02ETJQ,"ODP | Sample 162-980A-7H-1 (108-110 cm.) | Individual Sample | Janus sample_id: 811773 | ODP Leg 162 | platform: Ship, Joides Resolution",11
10037,ODP02KU7T,"ODP | Sample 170-1040C-9R-3 (19-21 cm.) | Individual Sample | Janus sample_id: 1228025 | ODP Leg 170 | platform: Ship, Joides Resolution",11
9872,ODP01UEFO,"ODP | Sample 110-673B-24X-3 (45-47 cm.) | Individual Sample | Janus sample_id: 140963 | ODP Leg 110 | platform: Ship, Joides Resolution",11
14987,ODP02GG0Q,"ODP | Sample 162-987D-4H-1 (9-11 cm.) | Individual Sample | Janus sample_id: 804434 | ODP Leg 162 | platform: Ship, Joides Resolution",11
2359,ODP0187CL,"ODP | Section Half 87-583G-5W-6-A | Core Section Half | DSDP Leg 87 | platform: Ship, Glomar Challenger",11
673,IECJCK350,IECJC | NM_G2610-MC_Pit4-131.7cm | | collection: Prenart . Prenart Super Quartz suction cups soil water sampler. | 3 | mL | Soil solution | Resurgent dome | Valles Caldera | La Jara Creek Catchment | 2013 Burned ZOB (formerly as Mixed Conifer) Pedon 4 | Catalina-Jemez Critical Zone Observatory (CZO),3
18275,ODP02DP5R,"ODP | Sample 160-963B-21H-2 (133-137 cm.) | Individual Sample | Janus sample_id: 1095405 | ODP Leg 160 | platform: Ship, Joides Resolution",11
9990,ODP011AHI,"ODP | Section Half 6-54*-2R-5-W | Core Section Half | DSDP Leg 6 | platform: Ship, Glomar Challenger",11
13884,ODP01CZYA,"ODP | SubSection 130-805C-9H-8-1C (0-17 cm.) | Core Sub-Piece | Core | ODP Leg 130 | platform: Ship, Joides Resolution",11
12378,ODP015IYG,"ODP | SubSection 59-450*-22R-4-1C (0-150 cm.) | Core Sub-Piece | Core | DSDP Leg 59 | platform: Ship, Glomar Challenger",11
15919,ODP0253IG,"ODP | Sample 137-504B-180M-2 (49-51 cm.) | Individual Sample | Janus sample_id: 445962 | ODP Leg 137 | platform: Ship, Joides Resolution",11
2820,NEON03S4P,NEO | LENO_003-M-15-7.5-20191120-GA2 [ 809627 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Interchangeable soil subsample 2 for microbial sequencing analyses | Soil Microbe,13
8048,IEBEG14GY,IEBEG | V12349 | Cuttings | This is a sample of type CUTTINGS from an oil or gas well. | depth 2590-2765 Ft. | Oil or gas exploration,10
15050,ODP02TRQS,"ODP | Sample 186-1150A-40X-3 (145-150 cm.) | Individual Sample | Janus sample_id: 1328511 | ODP Leg 186 | platform: Ship, Joides Resolution",11
2791,NEON03IRE,NEO | KONA_006-M-0.5-1.5-20200706-GA1 [ 794541 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Interchangeable soil subsample 1 for microbial sequencing analyses | Soil Microbe,13
7360,DSR000KCY,DSR | LWB4-01GC_7cm | Core Piece | 12 | g | depth 7-8 cm | Changes in Hudson River Sediments Due to Invasion of Zebra Mussels in 1991/1735,12
6027,NEON053KG,NEO | [ 874235 ] | Specimen | Individual Sample | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Interchangeable soil subsample 1 for microbial sequencing analyses | Soil Microbe,13
19996,CNRS0000001328,CNR | RS_DR02_01_01 | Dredge | mid-ocean ridge | South West Indian Ridge | mud | ROV SMOOTH,12
15622,ODP02IIK3,"ODP | Sample 166-1009A-16H-2 (21-22 cm.) | Individual Sample | Residues to SCHO; Co-listed PHIL/XRD;  Janus sample_id: 1178118 | ODP Leg 166 | platform: Ship, Joides Resolution",8
1326,IEASH01A0,IEASH | 1660-P | | Species (sci): Mixed -see Species comments; Species comments: whole trawl-Stenobrachius leucopsarus_ Tarletonbeania crenularis_ Diaphus Theta_ Sergestes Similis | Sample part: Whole | depth 0-10 m | Ash sample | Biogeochemistry,1
6478,ODP01M9FP,"ODP | Section Half 184-1146A-23X-2-W | Core Section Half | ODP Leg 184 | platform: Ship, Joides Resolution",11
12204,UGS00059I,UGS | Bybell-006553 | | geologicage: Paleocene Vincentown | Upper Deerfield Township | Macrofossils,10
8046,ODP029DUM,"ODP | Sample 150-902D-55X-3 (72-75 cm.) | Individual Sample | Janus sample_id: 872221 | ODP Leg 150 | platform: Ship, Joides Resolution",11
915,IEMCD1896,"IEMCD | MCDH_042_18 | Ejecta | Cuttings | collection: Rotary drill. A Failing CFD-1 truck-mounted drill rig using air for lifting loose cutting was used for drilling each hole. | Tan fine to coarse sand and tan pebbles | Estimated volume: 100 mL | depth 4.8768-5.1816 meters | Impact crater ejecta blanket | Meteor Crater, AZ | To study hypervelocity impact cratering, ejecta emplacement, ejecta blanket formation, and more. ",11
10801,IEACM00WD,IEACM | RAQ 62 | | plant ash. vessel | Raqqa_ Syria | Glass | The provenance of plant ash glass in Middle East,8
9725,ODP02JXA0,"ODP | Sample 167-1022C-19X-2 (38-40 cm.) | Individual Sample | Janus sample_id: 1209344 | ODP Leg 167 | platform: Ship, Joides Resolution",11
1650,MGD0003ZL,MGD | J2_230_001 | | marker F  black smoker with crabs . Heading/Pitch/Roll (deg) = 119.96/-10.71/-1.38. Altitude (m) = 0.7. | geologicage: Not Applicable | BackarcBasin | Lau | MGLN07MV | platform: Ship_ Melville | launch: Jason II_ 2 | J2-230,3
19527,ODP02QINV,"ODP | Sample 180-1109D-27R-3 (93-95 cm.) | Individual Sample | Janus sample_id: 122593 | ODP Leg 180 | platform: Ship, Joides Resolution",11
5587,NEON02J1I,NEO | NEON.BET.D10.011310 [ 743211 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Individual Carabid identified and pinned | PASELO,7
12912,NHB007SIU,NHB | NMNH M26671-00 (MIN) | | Mineral>Cinnabar | Moschellandsberg | Cinnabar with cerargyrite,5
11289,IEACM013J,IEACM | WASP-115e | | enamel.  | Wasperton | Tooth | Sr-Pb-O isotope analysis of archaeological material.,1
13924,NHB003XNO,NHB | NMNH 51451 (PET) | Mineral>Other | Speiss | Individual Sample  |  Allegheny Stope,0
435,NHB005XPY,NHB | NMNH 113602-578 (PET) | | Marquette Iron Range | Eyeballed the bounding box for the Marquette Iron Rangefrom a map titled 'The Iron Ranges of the Lake Superior Region' (https://en.wikipedia.org/wiki/Marquette_Iron_Range). Mindat gives similar coordinates for this locality (https://www.mindat.org/loc-125421.html). | Unidentified,4
6753,ODP024HTP,"ODP | Sample 133-823B-55X-5 (140-141 cm.) | Individual Sample | ADDED IN MIGRATION;  Janus sample_id: 179326 | ODP Leg 133 | platform: Ship, Joides Resolution",11
7217,NEON06NQN,NEO | [ 957846 ] | Specimen | Individual Sample | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Hair and/or whisker sample collected from a small mammal as part of the NEON small mammal box trapping protocol conducted for 1-3 nights 4-6 times annually. | Peromyscus leucopus Rafinesque,7
14161,ODP02S7MD,"ODP | Sample 184-1144A-17H-6 (107-108 cm.) | Individual Sample | Janus sample_id: 1315679 | ODP Leg 184 | platform: Ship, Joides Resolution",11
10476,ODP02M3QL,"ODP | Sample 172-1056B-6H-6 (17-19 cm.) | Individual Sample | Janus sample_id: 140548 | ODP Leg 172 | platform: Ship, Joides Resolution",11
18216,ODP02DCQ9,"ODP | Sample 160-963A-9H-6 (90-92 cm.) | Individual Sample | Janus sample_id: 205334 | ODP Leg 160 | platform: Ship, Joides Resolution",11
2562,NEON0134H,NEO | SRER.20190811.L3484.B [ 460882 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Blood sample collected from a small mammal for pathogen analyses | Onychomys torridus (Coues_ 1874),7
18792,ODP02KFQE,"ODP | Sample 169-1037B-1H-2 (40-42 cm.) | Individual Sample | Janus sample_id: 1264318 | ODP Leg 169 | platform: Ship, Joides Resolution",11
19080,ODP0314Y8,"ODP | Sample 206-1256D-40R-1 (23-29 cm.) | Individual Sample | RUBBLE;  Janus sample_id: 1520940 | ODP Leg 206 | platform: Ship, Joides Resolution",10
3198,NEON009Z8,NEO | NEON.BET.D06.003941 [ 317686 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Individual Carabid identified and pinned | Anisodactylus opaculus (LeConte_ 1863),7
16809,ODP027MMG,"ODP | Sample 145-881B-11H-4 (26-28 cm.) | Individual Sample | Janus sample_id: 732948 | ODP Leg 145 | platform: Ship, Joides Resolution",11
14093,ODP01DJVM,"ODP | SubSection 133-823B-65X-4-1C (0-150 cm.) | Core Sub-Piece | Core | ODP Leg 133 | platform: Ship, Joides Resolution",11
15030,ODP02GLE1,"ODP | Sample 164-991A-6H-2 (115-117 cm.) | Individual Sample | Janus sample_id: 230914 | ODP Leg 164 | platform: Ship, Joides Resolution",11
13373,ODP02QUXR,"ODP | Sample 181-1119C-10H-8 (10-12 cm.) | Individual Sample | Janus sample_id: 1364394 | ODP Leg 181 | platform: Ship, Joides Resolution",11
8364,ODP01HXV1,"ODP | Section Half 163-989B-4R-1-W | Core Section Half | ODP Leg 163 | platform: Ship, Joides Resolution",11
14447,ODP0228GV,"ODP | Sample 129-801A-5R-3 (67-69 cm.) | Individual Sample | Janus sample_id: 416655 | ODP Leg 129 | platform: Ship, Joides Resolution",11
6549,NEON05K98,"NEO | [ 897374 ] | Specimen | Individual Sample | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Individual Carabid identified and pinned | Scaphinotus marginatus (Fischer von Waldheim, 1820)",7
531,IEDUT1021,IEDUT | Buccaneer_E | Core Piece | Biology>Macrobiology>Coral | Short core | geologicage: Quaternary Falmouth Formation  | Reef | Limestone Falmouth Formation  | Treasure Beach | Between Buccaneer Villa_ Treasure Beach_ and Great Bay | Acropora palmata; coral rubble_ coralline algae | UF Jamaica 2015 Fieldwork | Paleosea-level,1
17088,ODP028QH5,"ODP | Sample 147-895E-7R-1 (116-120 cm.) | Individual Sample | Janus sample_id: 847120 | ODP Leg 147 | platform: Ship, Joides Resolution",11
17862,ODP02BIXK,"ODP | Sample 154-927C-8H-6 (112-113 cm.) | Individual Sample | Janus sample_id: 965302 | ODP Leg 154 | platform: Ship, Joides Resolution",11
14432,NHB002U79,NHB | NMNH M5657-00 (MIN) | | Mineral>Dioptase | Mine | Harquahala Mine  |  Dioptase,5
11184,ODP02NEGM,"ODP | Sample 175-1082A-25X-3 (10-12 cm.) | Individual Sample | Janus sample_id: 14857 | ODP Leg 175 | platform: Ship, Joides Resolution",11
6181,IELND005S,IELND | 2015_XRF_survey290 | Other | collection: In-situ. Sample analyzed in-situ by portable X-ray fluorescence | in-situ surface soil sample | Soil survey,14
12574,NHB003XL5,NHB | NMNH 51357 (PET) | Mineral>Other | Speiss | Individual Sample  |  Harrison Reduction Works,0
16876,ODP027Z2O,"ODP | Sample 145-884B-66X-6 (78-80 cm.) | Individual Sample | Janus sample_id: 760624 | ODP Leg 145 | platform: Ship, Joides Resolution",11
7985,ODP01DVNE,"ODP | SubSection 135-840C-4H-2-1C (0-150 cm.) | Core Sub-Piece | Core | ODP Leg 135 | platform: Ship, Joides Resolution",11
9364,ODP01QHBC,"ODP | Sample 23-222*-25R-4 (28-29 cm.) | Individual Sample | Janus sample_id: 1452895 | DSDP Leg 23 | platform: Ship, Glomar Challenger",11
9690,ODP02JMCC,"ODP | Sample 167-1021B-29X-5 (20-21 cm.) | Individual Sample | Janus sample_id: 1208524 | ODP Leg 167 | platform: Ship, Joides Resolution",11
11058,ODP02N6C7,"ODP | Sample 175-1079A-2H-3 (39-41 cm.) | Individual Sample | Janus sample_id: 76852 | ODP Leg 175 | platform: Ship, Joides Resolution",11
5028,NEON02BQR,NEO | PRIN.20160720.EPILITHON.2-FRACTION-A [ 466963 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Algae preserved subsample for archive | EPILITHON,7
280,IECJCH588,IECJC | AZ_G322-MG_GC3-42cm | Liquid | | collection: Tension Lysimeter. SoilMoisture suction cups lysimeter; Tesion Sampler  | Soil solution | Sampled by: Nate Abramson; Notes: sample used up completely - no backups exist | Mountain | Santa Catalina Mountains | Marshall Gulch | Granite Convergent Lysimeter 3 | Catalina-Jemez Critical Zone Observatory (CZO),3
11872,NHB0044OY,NMNH 69519 (PET) | | Rock>Igneous  |  North fork of South Platte Canyon | Quartz-porphyry with quartz,10
12648,ODP02439U,"ODP | Sample 133-821A-17X-3 (103-105 cm.) | Individual Sample | Janus sample_id: 485718 | ODP Leg 133 | platform: Ship, Joides Resolution",11
17872,NHB001450,NHB | NMNH 139762-00 (MIN) | | Mineral>Boleite | Boleo | Boleite,5
14600,ODP01GDXA,"ODP | SubSection 155-944A-35X-1-1C (0-2 cm.) | Core Sub-Piece | Core | ODP Leg 155 | platform: Ship, Joides Resolution",11
11474,ODP01WAPF,"ODP | Sample 114-700B-31R-3 (125-126 cm.) | Individual Sample | Janus sample_id: 538466 | ODP Leg 114 | platform: Ship, Joides Resolution",11
1643,IECBL000A,IECBL | 13AN-10 | Core | 53.1 | cm | Biology>Macrobiology>Coral | started partway into the coral_ sample AN2012Carb14-14 (Big Mama IV) from 2012 previous work; 0-3.8cm bioerosion  | agenumeric: 1336-1372 years | Soldier Point | Diploria strigosa,1
1889,IEPMOA196,IEPMO | GRC-02-196 | Specimen | | collection: dredging. small dredge | 2 | cm | Biology>Macrobiology>Coral | specimen of Caryophyllia | Iselin Bank (Ross Sea) | GRC-02-196 | xxxII Antarctic Expedition | platform: ship_ R/V Italica,1
12741,NHB0037EW,NHB | NMNH R823-00 (MIN) | | Mineral>Nickel-skutterudite  |  Nickelskutterudite with chathamite,5
12255,NHB003XLL,NHB | NMNH 51372 (PET) | Slag | Individual Sample  |  Locality Key: Leadville; Gage Hagaman And Co,8
12649,ODP01YTDJ,"ODP | Sample 119-736C-16R-5 (0-1 cm.) | Individual Sample | ADDED IN MIGRATION;  Janus sample_id: 192410 | ODP Leg 119 | platform: Ship, Joides Resolution",11
3594,NEON01NT0,NEO | KONA_006-M-39.5-34-20190401-GA1 [ 289338 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Interchangeable soil subsample 1 for microbial sequencing analyses,13
2996,MGD0003T3,MGD | Nicaragua: Momotombo: Summit Crater | | Sample type = Fumarole crater | geologicage: Not Applicable | Focus Site | CentralAmerica | CentralAmerica:Fischer | platform: NotApplicable_ NotApplicable,3
4501,ODP014I7M,"ODP | Section Half 43-386*-8R-1-A | Core Section Half | DSDP Leg 43 | platform: Ship, Glomar Challenger",11
11886,ODP01XC4Z,"ODP | Sample 116-717C-24X-4 (15-17 cm.) | Individual Sample | Janus sample_id: 221653 | ODP Leg 116 | platform: Ship, Joides Resolution",11
17989,HRV002DG7,HRV | 122241 | | Mineral>Calcite | Mineral Group: Calcite;     ,5
3193,NEON032DK,NEO | NEON.BET.D06.003190 [ 781543 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Individual Carabid identified and pinned | Pasimachus californicus Chaudoir_ 1850,7
6051,NEON02O38,NEO | HARV_037-O-1-36.5-20170731-GEN-DNA1 [ 739027 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Soil DNA extraction sample,13
10733,ODP012BF5,"ODP | SubSection 19-186*-3R-2-1C (0-150 cm.) | Core Sub-Piece | Core | DSDP Leg 19 | platform: Ship, Glomar Challenger",11
6631,ODP021E26,"ODP | Sample 126-788D-6R-1 (67-69 cm.) | Individual Sample | Janus sample_id: 403911 | ODP Leg 126 | platform: Ship, Joides Resolution",11
18325,ODP028H07,"ODP | Sample 146-893A-12H-8 (40-41 cm.) | Individual Sample | Janus sample_id: 857705 | ODP Leg 146 | platform: Ship, Joides Resolution",11
10175,NHB006H5W,NHB | NMNH 116270-7 (PET) | | Rock>Igneous | Smartville Complex  |  Olivine-gabbro with olivine and gabbro pegmatite,10
7071,IEDEVDQCO,IEDEV | BHR/110119/M/P | Other | DEVPRAYAG | Alakhnanda and Bhagirathi river bank_ Devprayag | DEVPRAYAG FIELD WORK | Water quality measurement,3
575,DSR000ZPY,DSR | MGL1208-35GC_56cm | Core Piece | 20 | cc | depth 51-52 cm | Glacial deep Pacific carbon storage and effects on CaCO3 preservation ,12
8272,IEDEVDQQF,IEDEV | ALK/090319/M/NA | Other | Alakhnanda and Bhagirathi river bank_ Devprayag | DEVPRAYAG FIELD WORK | Water quality measurement,3
1352,NEON00K5P,NEO | BLAN_004.20160707.IB.02 [ 242760 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Subsample of adult non-Carabid or larval invertebrates collected as bycatch and sent to archive facility | Invertebrate Bycatch,7
3902,NEON02S4K,NEO | NEON.BET.D10.009239 [ 754030 ] | Specimen | | collection: Manual. PreservedSpecimen | Biology>Macrobiology | Individual Carabid identified and pinned | Pasimachus elongatus LeConte_ 1846,7
17004,NHB003D6S,NHB | NMNH R6782-00 (MIN) | | Mineral>Uraninite  |  Penland | Uraninite,5
12217,HRV002LZ8,HRV | 129523 | | Mineral>Vanadinite | Mineral Group: Apatite; Quality: display;    | Touissit Mine,5
4154,IEBEG00VD,IEBEG | C04466 | Core | This is a sample of type PARTIALLY SLABBED CORE from an oil or gas well_ API number 420253014800. | depth 15956-13510 Ft. | Oil or Gas Field | Oil and gas exploration,10
